ACK_Event,Time_s,Tahoe_Throughput_kbps,Reno_Throughput_kbps
4567,39.82624,1242.5225,1361.16
4568,39.834268,1242.5725,1361.0594
4569,39.842286,1242.6227,1361.0892
4570,39.850309,1242.6727,1361.0538
4571,39.858328,1242.7227,1361.0835
4572,39.86634,1242.6552,1361.1131
4573,39.874367,1242.7052,1361.0778
4574,39.882393,1242.755,1361.1073
4575,39.890416,1242.7447,1361.007
4576,39.898428,1242.7947,1360.9066
4577,39.906454,1242.8444,1360.9361
4578,39.914473,1242.8943,1360.9008
4579,39.922497,1242.9442,1360.9304
4580,39.930528,1242.9941,1360.96
4581,39.938574,1243.044,1360.9244
4582,39.94663,1243.0938,1360.9538
4583,39.95469,1243.1435,1360.9834
4584,39.962746,1243.135,1361.0129
4585,39.970775,1243.1847,1361.0425
4586,39.978814,1243.1742,1360.9424
4587,39.986858,1243.2237,1360.9073
4588,39.994897,1243.273,1360.9371
4589,40.002929,1243.2642,1360.9669
4590,40.010963,1243.255,1360.9319
4591,40.018995,1243.2456,1360.7675
4592,40.027023,1243.2949,1360.7973
4593,40.035062,1243.2843,1360.827
4594,40.043092,1243.3338,1360.8568
4595,40.051114,1243.3832,1360.8218
4596,40.059129,1243.4326,1360.8514
4597,40.067135,1243.482,1360.8165
4598,40.075139,1243.4727,1360.7814
4599,40.083148,1243.5221,1360.7463
4600,40.091167,1243.5715,1360.711
4601,40.099177,1243.5628,1360.7403
4602,40.107186,1243.6124,1360.7695
4603,40.11519,1243.6037,1360.7989
4604,40.123198,1243.6532,1360.8283
4605,40.131224,1243.7022,1360.8577
4606,40.139228,1243.7515,1360.8224
4607,40.147228,1243.8006,1360.7872
4608,40.155228,1243.8498,1360.752
4609,40.163228,1243.8409,1360.7815
4610,40.171228,1243.7722,1360.8112
4611,40.179228,1243.7632,1360.8408
4612,40.187228,1243.8123,1360.8058
4613,40.195228,1243.8614,1360.771
4614,40.203233,1243.9104,1360.8002
4615,40.211235,1243.9593,1360.8294
4616,40.21924,1244.0083,1360.8587
4617,40.22724,1244.0575,1360.8237
4618,40.235245,1244.0485,1360.8528
4619,40.243258,1244.0393,1360.8174
4620,40.251273,1244.0882,1360.7821
4621,40.259292,1244.0785,1360.7468
4622,40.267307,1244.1273,1360.7757
4623,40.275317,1244.1763,1360.7403
4624,40.283331,1244.2252,1360.7694
4625,40.29135,1244.2742,1360.7339
4626,40.299369,1244.3234,1360.7629
4627,40.307393,1244.3726,1360.7918
4628,40.315405,1244.4217,1360.8209
4629,40.323425,1244.4709,1360.7854
4630,40.331444,1244.4617,1360.8142
4631,40.339453,1244.5109,1360.8432
4632,40.347453,1244.5602,1360.872
4633,40.355461,1244.6093,1360.9006
4634,40.363479,1244.6001,1360.9293
4635,40.371505,1244.6492,1360.8942
4636,40.379524,1244.6983,1360.7945
4637,40.387549,1244.6878,1360.7589
4638,40.395565,1244.737,1360.7233
4639,40.403586,1244.7861,1360.7519
4640,40.411598,1244.8353,1360.7806
4641,40.419615,1244.8845,1360.8092
4642,40.427634,1244.8741,1360.838
4643,40.435645,1244.8653,1360.8669
4644,40.443653,1244.8551,1360.8958
4645,40.451664,1244.9042,1360.8606
4646,40.459675,1244.9534,1360.8254
4647,40.467692,1245.0026,1360.7901
4648,40.475716,1244.9934,1360.8189
4649,40.48374,1245.0424,1360.8477
4650,40.49178,1245.0914,1360.8124
4651,40.499818,1245.0829,1360.7772
4652,40.507867,1245.1317,1360.742
4653,40.515909,1245.1806,1360.7704
4654,40.523942,1245.2295,1360.735
4655,40.531967,1245.2785,1360.6996
4656,40.539985,1245.2682,1360.6646
4657,40.548001,1245.3172,1360.5656
4658,40.556014,1245.3661,1360.5305
4659,40.564036,1245.4151,1360.4954
4660,40.572062,1245.464,1360.5241
4661,40.58008,1245.5129,1360.5526
4662,40.588107,1245.5027,1360.5811
4663,40.596139,1245.4923,1360.6096
4664,40.604168,1245.4833,1360.6381
4665,40.612189,1245.5321,1360.6028
4666,40.620225,1245.5809,1360.6311
4667,40.628264,1245.5723,1360.6595
4668,40.636301,1245.6208,1360.5606
4669,40.644357,1245.611,1360.5891
4670,40.652412,1245.6591,1360.6176
4671,40.660455,1245.6497,1360.6461
4672,40.668487,1245.698,1360.611
4673,40.676523,1245.689,1360.6397
4674,40.684557,1245.6784,1360.6685
4675,40.692588,1245.6106,1360.6972
4676,40.700616,1245.6589,1360.7259
4677,40.708645,1245.7071,1360.7546
4678,40.716679,1245.7551,1360.7833
4679,40.724717,1245.803,1360.8118
4680,40.73275,1245.8511,1360.8404
4681,40.740775,1245.842,1360.869
4682,40.748807,1245.8901,1360.8976
4683,40.756828,1245.9383,1360.9264
4684,40.764849,1245.9864,1360.9551
4685,40.772875,1246.0343,1360.9205
4686,40.78091,1246.0249,1360.9494
4687,40.788935,1246.073,1360.9146
4688,40.796966,1246.1209,1360.9433
4689,40.805,1246.1689,1360.9717
4690,40.813013,1246.2169,1360.8731
4691,40.821015,1246.1502,1360.9012
4692,40.829026,1246.1984,1360.9295
4693,40.83703,1246.1893,1360.8944
4694,40.845031,1246.2374,1360.9228
4695,40.853032,1246.2855,1360.9514
4696,40.861032,1246.3336,1360.9168
4697,40.869032,1246.3231,1360.9455
4698,40.877032,1246.3714,1360.9111
4699,40.885032,1246.4196,1360.9399
4700,40.893032,1246.4678,1360.9685
4701,40.901032,1246.4575,1360.9971
4702,40.909032,1246.5058,1361.0259
4703,40.917042,1246.5541,1360.9914
4704,40.925057,1246.6022,1361.0201
4705,40.933078,1246.6503,1361.0487
4706,40.941106,1246.6397,1361.0774
4707,40.949119,1246.6879,1361.1061
4708,40.957136,1246.7361,1361.1346
4709,40.965145,1246.7844,1361.1003
4710,40.973161,1246.775,1361.1288
4711,40.98118,1246.6503,1361.0943
4712,40.989208,1246.5843,1361.1227
4713,40.99725,1246.6323,1361.0247
4714,41.005296,1246.6801,1361.0529
4715,41.013336,1246.671,1361.081
4716,41.021379,1246.6614,1361.0461
4717,41.029396,1246.7096,1361.0743
4718,41.037412,1246.7578,1361.1023
4719,41.045432,1246.8059,1361.0676
4720,41.053458,1246.8539,1361.096
4721,41.06148,1246.9019,1361.0615
4722,41.069512,1246.9498,1361.0898
4723,41.077548,1246.9976,1361.0551
4724,41.085579,1247.0455,1361.0832
4725,41.093621,1247.0365,1361.0486
4726,41.101653,1247.026,1361.0768
4727,41.109686,1247.0738,1361.105
4728,41.117719,1247.1217,1361.0704
4729,41.125748,1247.1697,1361.0988
4730,41.133788,1247.2174,1361.1272
4731,41.141821,1247.2079,1361.0928
4732,41.149862,1247.2557,1360.9954
4733,41.157886,1247.3036,1361.0239
4734,41.165913,1247.3515,1361.0524
4735,41.173931,1247.3994,1361.018
4736,41.18196,1247.389,1361.0465
4737,41.189994,1247.3786,1361.0748
4738,41.198026,1247.3698,1361.0403
4739,41.206052,1247.4175,1361.0686
4740,41.214079,1247.4651,1361.0966
4741,41.222093,1247.5127,1361.062
4742,41.23012,1247.5603,1361.0274
4743,41.23815,1247.6078,1361.0556
4744,41.246173,1247.5422,1361.0837
4745,41.254199,1247.4763,1361.049
4746,41.262223,1247.5238,1361.0769
4747,41.270248,1247.458,1361.0424
4748,41.278267,1247.4481,1361.0079
4749,41.286282,1247.439,1361.0358
4750,41.294298,1247.4864,1361.0638
4751,41.302329,1247.5339,1361.0918
4752,41.310346,1247.5816,1360.9949
4753,41.318369,1247.6291,1361.0229
4754,41.326398,1247.6766,1360.9885
4755,41.334433,1247.6676,1360.9543
4756,41.342464,1247.6582,1360.9202
4757,41.350493,1247.6488,1360.8861
4758,41.358531,1247.6376,1360.8518
4759,41.366573,1247.6847,1360.8798
4760,41.374604,1247.6749,1360.8454
4761,41.382652,1247.6656,1360.8737
4762,41.390708,1247.6547,1360.8396
4763,41.398766,1247.6438,1360.8679
4764,41.406832,1247.6343,1360.8959
4765,41.414898,1247.6231,1360.924
4766,41.422968,1247.6698,1360.9521
4767,41.431032,1247.7166,1360.9803
4768,41.439083,1247.7634,1361.0085
4769,41.447113,1247.7539,1361.0367
4770,41.455141,1247.8008,1361.0029
4771,41.463182,1247.8477,1360.969
4772,41.471219,1247.8381,1360.9351
4773,41.479255,1247.8848,1360.9636
4774,41.487295,1247.9313,1360.9296
4775,41.495339,1247.9779,1360.958
4776,41.503372,1247.9679,1360.8618
4777,41.511403,1248.0147,1360.89
4778,41.519427,1248.0051,1360.9183
4779,41.527461,1248.052,1360.9465
4780,41.535494,1248.0989,1360.9124
4781,41.543529,1248.1459,1360.8783
4782,41.55156,1248.1928,1360.8443
4783,41.55958,1248.1835,1360.8105
4784,41.567603,1248.1726,1360.7765
4785,41.575634,1248.2195,1360.8047
4786,41.58367,1248.2663,1360.8327
4787,41.591701,1248.3132,1360.8606
4788,41.599738,1248.3599,1360.8264
4789,41.607764,1248.35,1360.8544
4790,41.61579,1248.3407,1360.7579
4791,41.62382,1248.3876,1360.7859
4792,41.63185,1248.3769,1360.7518
4793,41.63988,1248.3661,1360.7796
4794,41.992233,1246.3182,1360.8075
4795,42.149512,1245.4929,1360.7112
4796,42.243342,1245.0414,1360.7387
4797,42.30648,1244.7693,1360.7663
4798,42.351927,1244.544,1360.794
4799,42.386119,1244.2714,1360.7596
4800,42.412751,1244.2112,1360.7872
4801,42.434171,1244.1812,1360.8147
4802,42.451839,1244.1728,1360.7802
4803,42.466747,1244.1804,1360.8077
4804,42.479632,1244.1996,1360.8354
4805,42.490983,1244.2274,1360.8631
4806,42.501181,1244.2619,1360.8907
4807,42.510487,1244.3016,1360.8564
4808,42.519106,1244.2892,1360.8222
4809,42.527201,1244.2798,1360.85
4810,42.535201,1244.3268,1360.8779
4811,42.543201,1244.318,1360.9057
4812,42.551201,1244.3652,1360.9336
4813,42.559201,1244.3564,1360.8382
4814,42.567201,1244.4036,1360.8042
4815,42.575201,1244.395,1360.8321
4816,42.583201,1244.4422,1360.8602
4817,42.591201,1244.4892,1360.8266
4818,42.599201,1244.5362,1360.8549
4819,42.607201,1244.5832,1360.8831
4820,42.615201,1244.6303,1360.8495
4821,42.623201,1244.6774,1360.8776
4822,42.631201,1244.7244,1360.9057
4823,42.639201,1244.7714,1360.8723
4824,42.647201,1244.7626,1360.839
4825,42.655201,1244.7537,1360.8056
4826,42.663201,1244.7449,1360.8337
4827,42.671201,1244.7918,1360.8002
4828,42.679201,1244.8387,1360.828
4829,42.687201,1244.8299,1360.7944
4830,42.695201,1244.8205,1360.7606
4831,42.703201,1244.8674,1360.7884
4832,42.711201,1244.9142,1360.8161
4833,42.719201,1244.9611,1360.8441
4834,42.727201,1245.0081,1360.8721
4835,42.735201,1245.0549,1360.9002
4836,42.743201,1245.1018,1360.8668
4837,42.751201,1245.093,1360.8333
4838,42.759201,1245.1399,1360.861
4839,42.767201,1245.1868,1360.8888
4840,42.775201,1245.2337,1360.9164
4841,42.783201,1245.2247,1360.8828
4842,42.791201,1245.2716,1360.9107
4843,42.799201,1245.3187,1360.877
4844,42.807201,1245.3101,1360.8434
4845,42.815201,1245.301,1360.8716
4846,42.823201,1245.3481,1360.8384
4847,42.831201,1245.395,1360.805
4848,42.839201,1245.386,1360.8331
4849,42.847201,1245.4331,1360.8612
4850,42.855201,1245.4243,1360.8892
4851,42.863201,1245.4713,1360.9173
4852,42.871212,1245.4623,1360.8228
4853,42.879217,1245.5093,1360.8507
4854,42.887239,1245.5006,1360.8787
4855,42.895239,1245.492,1360.8455
4856,42.903257,1245.4828,1360.7511
4857,42.911266,1245.5297,1360.7177
4858,42.919282,1245.5766,1360.6845
4859,42.927297,1245.5678,1360.7123
4860,42.935301,1245.5592,1360.74
4861,42.943314,1245.606,1360.7678
4862,42.951324,1245.5975,1360.7344
4863,42.959335,1245.6442,1360.7621
4864,42.96736,1245.6908,1360.7898
4865,42.975372,1245.7374,1360.7563
4866,42.983372,1245.784,1360.723
4867,42.991372,1245.8305,1360.7507
4868,42.999382,1245.8771,1360.7172
4869,43.007384,1245.9237,1360.6227
4870,43.015384,1245.9147,1360.6502
4871,43.023384,1245.9053,1360.6166
4872,43.031386,1245.8963,1360.644
4873,43.039402,1245.832,1360.6104
4874,43.047425,1243.7524,1360.5769
4875,43.055425,1242.9347,1360.5434
4876,43.063444,1242.4867,1360.51
4877,43.07145,1242.2159,1360.5376
4878,43.079459,1242.0472,1360.5653
4879,43.087459,1241.9436,1360.5322
4880,43.095459,1241.883,1360.4992
4881,43.103473,1241.8525,1360.4662
4882,43.111488,1241.8432,1360.3722
4883,43.119502,1241.85,1360.3393
4884,43.127502,1241.8685,1360.367
4885,43.135502,1241.8962,1360.2732
4886,43.143502,1241.9305,1360.3007
4887,43.151502,1241.9143,1360.3283
4888,43.159508,1241.9577,1360.2953
4889,43.167539,1242.0038,1360.2622
4890,43.175566,1242.0507,1360.2289
4891,43.183594,1242.0976,1360.0961
4892,43.19162,1242.1446,1359.8989
4893,43.19964,1242.1917,1359.8896
4894,43.207662,1242.2385,1359.885
4895,43.215679,1242.2854,1359.8845
4896,43.223698,1242.3322,1359.7055
4897,43.231714,1242.379,1359.6508
4898,43.239724,1242.4258,1359.6597
4899,43.247732,1242.4724,1359.6103
4900,43.255732,1242.5192,1359.6236
4901,43.263732,1242.5661,1359.6387
4902,43.271732,1242.6131,1359.6555
4903,43.279738,1242.6045,1359.6131
4904,43.287745,1242.6513,1359.5721
4905,43.295769,1242.698,1359.5322
4906,43.30379,1242.6897,1359.5536
4907,43.311812,1242.6809,1359.5759
4908,43.319846,1242.6719,1359.5986
4909,43.327883,1242.7181,1359.6219
4910,43.335917,1242.7644,1359.646
4911,43.343958,1242.8106,1359.6705
4912,43.351971,1242.8572,1359.514
4913,43.359971,1242.9039,1359.5393
4914,43.367971,1242.8957,1359.5044
4915,43.375971,1242.9425,1359.5302
4916,43.383971,1242.9892,1359.4958
4917,43.391971,1243.0359,1359.4614
4918,43.399978,1243.0825,1359.4272
4919,43.407979,1243.1289,1359.393
4920,43.415999,1243.1751,1359.4197
4921,43.42401,1243.2213,1359.3861
4922,43.43201,1243.2674,1359.4128
4923,43.44001,1243.3135,1359.4393
4924,43.448014,1243.3042,1359.4057
4925,43.456016,1243.3504,1359.3724
4926,43.464018,1243.3419,1359.3996
4927,43.472034,1243.3881,1359.3667
4928,43.480045,1243.3791,1359.3337
4929,43.488069,1243.4253,1359.3611
4930,43.496087,1243.4715,1359.3886
4931,43.504115,1243.5176,1359.4163
4932,43.512139,1243.5098,1359.4441
4933,43.520148,1243.5559,1359.4719
4934,43.528173,1243.6018,1359.4995
4935,43.536188,1243.6479,1359.527
4936,43.544192,1243.694,1359.5546
4937,43.552192,1243.6856,1359.5218
4938,43.560192,1243.6772,1359.5492
4939,43.568192,1243.7234,1359.5164
4940,43.576192,1243.7696,1359.5437
4941,43.584192,1243.7622,1359.5712
4942,43.592192,1243.7542,1359.5986
4943,43.600208,1243.8006,1359.6261
4944,43.608213,1243.8469,1359.6533
4945,43.616213,1243.8932,1359.681
4946,43.624233,1243.9392,1359.7088
4947,43.632248,1243.9852,1359.7366
4948,43.640264,1244.0312,1359.7042
4949,43.648283,1244.0772,1359.7318
4950,43.656304,1244.0687,1359.6394
4951,43.664325,1244.1147,1359.667
4952,43.672325,1244.1608,1359.6946
4953,43.680325,1244.1525,1359.662
4954,43.688342,1244.1435,1359.6296
4955,43.696358,1244.1345,1359.6571
4956,43.704359,1244.1806,1359.6845
4957,43.712379,1244.2266,1359.6518
4958,43.720413,1244.2725,1359.6791
4959,43.728424,1244.2642,1359.7064
4960,43.736424,1244.2558,1359.614
4961,43.744424,1242.7257,1359.5815
4962,43.752424,1242.0652,1359.6089
4963,43.760424,1241.739,1359.6362
4964,43.768424,1241.548,1359.6637
4965,43.776427,1241.4349,1359.6315
4966,43.784436,1241.3165,1359.659
4967,43.792451,1241.2315,1359.6863
4968,43.80048,1241.17,1359.7135
4969,43.808513,1241.1236,1359.7407
4970,43.816563,1241.1436,1359.768
4971,43.824595,1241.1726,1359.7953
4972,43.832632,1241.1536,1359.8225
4973,43.840661,1241.1941,1359.8495
4974,43.848661,1241.2385,1359.8168
4975,43.85667,1241.2846,1359.8439
4976,43.86467,1241.3308,1359.8709
4977,43.87267,1241.3229,1359.8382
4978,43.88067,1241.3691,1359.8655
4979,43.88867,1241.4153,1359.7732
4980,43.89667,1241.4613,1359.8004
4981,43.90467,1241.5075,1359.768
4982,43.91267,1241.5537,1359.7954
4983,43.92067,1241.5997,1359.7632
4984,43.92867,1241.5921,1359.7904
4985,43.93667,1241.6381,1359.758
4986,43.94467,1241.6841,1359.7257
4987,43.952676,1241.7301,1359.753
4988,43.960676,1241.776,1359.7803
4989,43.968679,1241.7674,1359.8076
4990,43.976679,1241.7593,1359.7756
4991,43.984681,1241.8052,1359.6837
4992,43.992689,1241.851,1359.7109
4993,44.000706,1241.8967,1359.7381
4994,44.008724,1241.888,1359.7654
4995,44.01674,1241.8798,1359.7926
4996,44.024765,1241.9257,1359.8197
4997,44.032769,1241.9717,1359.8468
4998,44.040769,1242.0178,1359.874
4999,44.048776,1242.0639,1359.9012
5000,44.056776,1242.1099,1359.8092
5001,44.064792,1242.1026,1359.8365
5002,44.072797,1242.1483,1359.8637
5003,44.080838,1242.1395,1359.7723
5004,44.088871,1242.1307,1359.7994
5005,44.096914,1242.1763,1359.767
5006,44.10496,1242.2219,1359.794
5007,44.113004,1242.2137,1359.821
5008,44.121045,1242.2595,1359.7883
5009,44.129071,1242.3053,1359.8148
5010,44.1371,1242.3512,1359.8415
5011,44.14513,1242.3429,1359.8088
5012,44.153157,1242.3885,1359.8352
5013,44.16116,1242.4341,1359.8027
5014,44.16916,1242.4799,1359.7701
5015,44.17716,1242.5257,1359.7967
5016,44.18516,1242.5715,1359.8234
5017,44.19316,1242.6174,1359.85
5018,44.20116,1242.6633,1359.8175
5019,44.209182,1242.7089,1359.7849
5020,44.217182,1242.7546,1359.8115
5021,44.225182,1242.6929,1359.8382
5022,44.233182,1242.7385,1359.865
5023,44.241186,1242.7842,1359.8919
5024,44.24921,1242.7756,1359.9189
5025,44.25721,1242.8213,1359.8276
5026,44.26521,1242.8129,1359.8548
5027,44.27321,1242.8587,1359.8226
5028,44.28121,1242.9046,1359.8495
5029,44.28921,1242.8963,1359.8762
5030,44.297214,1242.9422,1359.9029
5031,44.305214,1242.9881,1359.9299
5032,44.31323,1243.0338,1359.898
5033,44.321253,1243.0796,1359.866
5034,44.329278,1243.1253,1359.8931
5035,44.3373,1243.1709,1359.9202
5036,44.34531,1243.2166,1359.8883
5037,44.353313,1243.2087,1359.9156
5038,44.361313,1243.2544,1359.8839
5039,44.369313,1243.3,1359.9113
5040,44.377313,1243.3457,1359.8797
5041,44.385313,1243.3913,1359.7888
5042,44.393313,1243.3828,1359.8159
5043,44.401313,1243.4284,1359.843
5044,44.409313,1243.4202,1359.7521
5045,44.417313,1243.4657,1359.7792
5046,44.425313,1243.5111,1359.7475
5047,44.433313,1243.5565,1359.7746
5048,44.441313,1243.5479,1359.8016
5049,44.449313,1243.5934,1359.77
5050,44.457313,1243.585,1359.7971
5051,44.465313,1243.5778,1359.8243
5052,44.473313,1243.6232,1359.8513
5053,44.481313,1243.6685,1359.8195
5054,44.489313,1243.7138,1359.7878
5055,44.497313,1243.7066,1359.8147
5056,44.505313,1243.7519,1359.8417
5057,44.513313,1243.7433,1359.8685
5058,44.521313,1243.7886,1359.7779
5059,44.529313,1243.7799,1359.7459
5060,44.537326,1243.7711,1359.7138
5061,44.545326,1243.7625,1359.6445
5062,44.553326,1243.8076,1359.6298
5063,44.561326,1243.8529,1359.444
5064,44.569326,1243.8981,1359.439
5065,44.577326,1243.8899,1359.3791
5066,44.585326,1243.9351,1359.3815
5067,44.593326,1243.9801,1359.3868
5068,44.601326,1244.025,1359.3949
5069,44.609326,1244.0698,1359.4052
5070,44.617326,1244.0075,1359.3588
5071,44.625326,1244.0001,1359.3144
5072,44.633326,1244.0452,1359.2717
5073,44.641326,1244.0905,1359.2887
5074,44.649326,1244.1356,1359.3072
5075,44.657326,1244.127,1359.3267
5076,44.665327,1244.1722,1359.2298
5077,44.673336,1244.1639,1359.2509
5078,44.68135,1244.2088,1359.2146
5079,44.689351,1244.2537,1359.2374
5080,44.697362,1244.2986,1359.2022
5081,44.705378,1244.3434,1359.1677
5082,44.713378,1244.3883,1359.0749
5083,44.721378,1244.4332,1359.0406
5084,44.729378,1244.478,1359.0651
5085,44.737378,1244.5228,1359.09
5086,44.745378,1244.5677,1359.1151
5087,44.753378,1244.6124,1359.0819
5088,44.761378,1244.6036,1359.0488
5089,44.769378,1244.5412,1359.0745
5090,44.777378,1244.5861,1359.1004
5091,44.785379,1244.6308,1359.1264
5092,44.793384,1244.6754,1359.1527
5093,44.801393,1244.7199,1359.1205
5094,44.809399,1244.7644,1359.0883
5095,44.817402,1244.7568,1359.0564
5096,44.825404,1244.7483,1358.9658
5097,44.833404,1244.6858,1358.992
5098,44.841404,1244.7304,1359.0183
5099,44.849404,1244.7214,1358.9863
5100,44.857404,1244.7131,1358.9543
5101,44.865404,1244.7576,1358.9222
5102,44.873414,1244.8022,1358.9485
5103,44.881421,1244.8468,1358.9166
5104,44.889421,1244.8912,1358.9431
5105,44.897421,1244.9356,1358.9697
5106,44.905421,1244.9799,1358.9964
5107,44.913421,1244.9709,1359.0233
5108,44.921421,1245.0154,1359.05
5109,44.929425,1245.0598,1359.0186
5110,44.937425,1245.1043,1359.0454
5111,44.945425,1245.1488,1359.0724
5112,44.953433,1245.1933,1359.0994
5113,44.961456,1245.2377,1359.1262
5114,44.969475,1245.2821,1359.153
5115,44.97752,1245.273,1359.1217
5116,44.985557,1245.2639,1359.1486
5117,44.993595,1245.2547,1359.1754
5118,45.001618,1245.2989,1359.2024
5119,45.00963,1245.3432,1359.2292
5120,45.017638,1245.3875,1359.256
5121,45.025663,1245.4319,1359.2247
5122,45.033689,1245.4762,1359.2513
5123,45.041718,1245.5206,1359.2779
5124,45.049746,1245.5118,1359.1886
5125,45.057759,1245.5042,1359.1575
5126,45.06577,1245.5486,1359.1843
5127,45.07378,1245.5408,1359.0947
5128,45.08178,1245.5852,1359.1211
5129,45.08978,1245.5763,1359.1475
5130,45.09778,1245.5686,1359.0582
5131,45.10578,1245.6129,1359.0266
5132,45.11378,1245.6571,1358.9583
5133,45.12178,1245.7013,1358.9438
5134,45.12978,1245.6408,1358.9343
5135,45.13778,1245.6848,1358.9292
5136,45.145783,1245.7288,1358.9281
5137,45.153783,1245.7728,1358.9307
5138,45.16179,1245.8166,1358.8204
5139,45.16979,1245.8088,1358.8286
5140,45.17779,1245.8529,1358.8391
5141,45.18579,1245.8971,1358.7938
5142,45.19379,1245.9413,1358.7501
5143,45.20179,1245.9855,1358.7658
5144,45.20979,1246.0296,1358.7828
5145,45.21779,1246.0738,1358.801
5146,45.22579,1246.118,1358.8203
5147,45.23379,1246.1622,1358.7828
5148,45.24179,1246.2063,1358.746
5149,45.24979,1246.2502,1358.71
5150,45.25779,1246.2941,1358.6746
5151,45.26579,1246.2851,1358.6976
5152,45.27379,1246.3293,1358.721
5153,45.28179,1246.3735,1358.7447
5154,45.28979,1246.3647,1358.7112
5155,45.29779,1246.3559,1358.6779
5156,45.30579,1246.3999,1358.7026
5157,45.31379,1246.3909,1358.6697
5158,45.32179,1246.435,1358.6949
5159,45.32979,1246.4791,1358.663
5160,45.33779,1246.47,1358.6888
5161,45.34579,1246.4613,1358.7147
5162,45.35379,1246.505,1358.683
5163,45.361791,1246.5487,1358.7089
5164,45.369798,1246.5923,1358.735
5165,45.377798,1246.6361,1358.7613
5166,45.385804,1246.68,1358.7875
5167,45.393806,1246.6205,1358.8137
5168,45.401809,1246.6643,1358.8402
5169,45.409835,1246.6552,1358.8667
5170,45.417847,1246.6467,1358.893
5171,45.42585,1246.6906,1358.9195
5172,45.43385,1246.7346,1358.8886
5173,45.44185,1246.7784,1358.8578
5174,45.44985,1246.77,1358.8845
5175,45.457856,1246.8137,1358.9111
5176,45.465868,1246.8575,1358.8803
5177,45.47389,1246.8488,1358.9068
5178,45.481904,1246.8923,1358.933
5179,45.489913,1246.8321,1358.9019
5180,45.49793,1246.8756,1358.9282
5181,45.505954,1246.9191,1358.9546
5182,45.513961,1246.9625,1358.9809
5183,45.521961,1247.0062,1359.0072
5184,45.529961,1247.0501,1358.9763
5185,45.537961,1247.0412,1358.9455
5186,45.545964,1247.0848,1358.972
5187,45.553974,1247.1285,1358.9984
5188,45.561979,1247.1205,1359.025
5189,45.569986,1247.164,1358.9943
5190,45.577986,1247.2075,1359.021
5191,45.585986,1247.2511,1359.0476
5192,45.594,1247.242,1359.0741
5193,45.602041,1247.2327,1359.1005
5194,45.610063,1247.2246,1359.1268
5195,45.618104,1247.2157,1359.1532
5196,45.626147,1247.1538,1359.1798
5197,45.634198,1247.1448,1359.2064
5198,45.64224,1247.1882,1359.2329
5199,45.650283,1247.1793,1359.2594
5200,45.658314,1247.2226,1359.2857
5201,45.666349,1247.1626,1359.2549
5202,45.674372,1247.2061,1359.2241
5203,45.682415,1247.2496,1359.1934
5204,45.690431,1247.2932,1359.2196
5205,45.698443,1247.3368,1359.2457
5206,45.706459,1247.3804,1359.2719
5207,45.714468,1247.424,1359.2981
5208,45.722489,1247.4675,1359.3241
5209,45.730492,1247.5111,1359.2933
5210,45.738494,1247.5546,1359.3194
5211,45.746507,1247.598,1359.2886
5212,45.754515,1247.6415,1359.3148
5213,45.762516,1247.6326,1359.3411
5214,45.770537,1247.676,1359.3673
5215,45.77857,1247.7192,1359.3935
5216,45.786609,1247.7098,1359.4198
5217,45.794627,1247.7018,1359.3887
5218,45.802662,1247.7447,1359.4149
5219,45.810705,1247.7876,1359.384
5220,45.818759,1247.8303,1359.4101
5221,45.826815,1247.8733,1359.3793
5222,45.834884,1247.9161,1359.4054
5223,45.842947,1247.9589,1359.3747
5224,45.851008,1247.9492,1359.2869
5225,45.859064,1247.9917,1359.2558
5226,45.867121,1247.9302,1359.2246
5227,45.875163,1247.921,1359.1936
5228,45.88321,1247.9637,1359.2195
5229,45.89125,1248.0063,1359.2454
5230,45.899281,1248.049,1359.2714
5231,45.907306,1248.0919,1359.2976
5232,45.915342,1248.1346,1359.2671
5233,45.923367,1248.1773,1359.2934
5234,45.9314,1248.2201,1359.3195
5235,45.939443,1248.263,1359.2887
5236,45.947471,1248.3059,1359.3148
5237,45.95549,1248.2967,1359.3407
5238,45.963521,1248.2885,1359.3099
5239,45.971549,1248.3314,1359.3359
5240,45.979579,1248.3221,1359.3051
5241,45.987608,1248.3649,1359.3312
5242,45.995624,1248.408,1359.3573
5243,46.003634,1248.3993,1359.3265
5244,46.011648,1248.3911,1359.3524
5245,46.019676,1248.4339,1359.3217
5246,46.027695,1248.4244,1359.3477
5247,46.035713,1248.3644,1359.3738
5248,46.04374,1248.4069,1359.3999
5249,46.051747,1248.3987,1359.426
5250,46.059768,1248.4412,1359.4521
5251,46.067778,1248.4318,1359.4783
5252,46.075804,1248.4745,1359.4481
5253,46.083823,1248.5171,1359.4745
5254,46.091839,1248.5597,1359.4443
5255,46.099867,1248.6024,1359.4142
5256,46.10789,1248.645,1359.384
5257,46.115927,1248.6874,1359.4103
5258,46.123962,1248.7298,1359.4367
5259,46.13199,1248.7722,1359.463
5260,46.139994,1248.8148,1359.4891
5261,46.147994,1248.8054,1359.5153
5262,46.155994,1248.848,1359.5414
5263,46.163995,1248.8399,1359.511
5264,46.172008,1248.8825,1359.5371
5265,46.180027,1248.9251,1359.5632
5266,46.188027,1248.9158,1359.5894
5267,46.196027,1248.9584,1359.6155
5268,46.204027,1248.949,1359.5289
5269,46.212027,1248.9397,1359.5549
5270,46.220027,1248.9316,1359.5809
5271,46.228029,1248.872,1359.5504
